accuracy,std,time,features,model
0.7865751652922489,0.011752589571464168,6.349632024765015,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 41, 53, 75, 92, 113, 116, 125, 128, 132, 136, 141, 145, 156, 164, 182, 187, 218, 229, 237, 241, 251, 253, 257, 260, 272, 281, 284, 292, 293, 300, 311, 315, 329, 367, 370, 373, 386, 387, 389, 393, 410, 426, 427, 432, 435, 445, 449, 481, 493, 527, 556, 562, 580, 592, 597, 629, 631, 679, 683, 703, 705, 709, 718, 719, 724, 726]","LGBMClassifier(boosting_type='gbdt', class_weight=None, colsample_bytree=1.0,
               importance_type='split', learning_rate=0.1, max_depth=-1,
               min_child_samples=20, min_child_weight=0.001, min_split_gain=0.0,
               n_estimators=100, n_jobs=-1, num_leaves=31, objective=None,
               random_state=1, reg_alpha=0.0, reg_lambda=0.0, silent=True,
               subsample=1.0, subsample_for_bin=200000, subsample_freq=0)"
0.7863904035648632,0.01209016119312772,22.77362823486328,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 41, 53, 75, 92, 113, 116, 125, 128, 132, 136, 141, 145, 156, 164, 182, 187, 218, 229, 237, 241, 251, 253, 257, 260, 272, 281, 284, 292, 293, 300, 311, 315, 329, 367, 370, 373, 386, 387, 389, 393, 410, 426, 427, 432, 435, 445, 449, 481, 493, 527, 556, 562, 580, 592, 597, 629, 631, 679, 683, 703, 705, 709, 718, 719, 724, 726]","RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=None, max_features='auto',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=100,
                       n_jobs=None, oob_score=False, random_state=1, verbose=0,
                       warm_start=False)"
0.7885709161519068,0.013120297776433937,69.04163599014282,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 33, 34, 35, 36, 37, 38, 39, 40, 41, 44, 45, 51, 62, 67, 75, 82, 83, 112, 131, 141, 167, 188, 208, 214, 219, 265, 273, 274, 281, 290, 297, 312, 316, 324, 333, 336, 346, 352, 356, 400, 401, 405, 408, 411, 412, 416, 425, 431, 460, 469, 494, 505, 526, 547, 549, 559, 560, 576, 599, 601, 606, 608, 636, 639, 641, 649, 650, 666, 672, 683, 684, 685, 695, 709]","XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
              colsample_bynode=1, colsample_bytree=1, gamma=0,
              learning_rate=0.1, max_delta_step=0, max_depth=3,
              min_child_weight=1, missing=None, n_estimators=100, n_jobs=1,
              nthread=None, objective='binary:logistic', random_state=1,
              reg_alpha=0, reg_lambda=1, scale_pos_weight=1, seed=None,
              silent=None, subsample=1, verbosity=1)"
0.7884921415046509,0.0123246907479165,6.412739992141724,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 33, 34, 35, 36, 37, 38, 39, 40, 41, 44, 45, 51, 62, 67, 75, 82, 83, 112, 131, 141, 167, 188, 208, 214, 219, 265, 273, 274, 281, 290, 297, 312, 316, 324, 333, 336, 346, 352, 356, 400, 401, 405, 408, 411, 412, 416, 425, 431, 460, 469, 494, 505, 526, 547, 549, 559, 560, 576, 599, 601, 606, 608, 636, 639, 641, 649, 650, 666, 672, 683, 684, 685, 695, 709]","LGBMClassifier(boosting_type='gbdt', class_weight=None, colsample_bytree=1.0,
               importance_type='split', learning_rate=0.1, max_depth=-1,
               min_child_samples=20, min_child_weight=0.001, min_split_gain=0.0,
               n_estimators=100, n_jobs=-1, num_leaves=31, objective=None,
               random_state=1, reg_alpha=0.0, reg_lambda=0.0, silent=True,
               subsample=1.0, subsample_for_bin=200000, subsample_freq=0)"
0.7885711230905598,0.011692404838885334,22.256511926651,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 33, 34, 35, 36, 37, 38, 39, 40, 41, 44, 45, 51, 62, 67, 75, 82, 83, 112, 131, 141, 167, 188, 208, 214, 219, 265, 273, 274, 281, 290, 297, 312, 316, 324, 333, 336, 346, 352, 356, 400, 401, 405, 408, 411, 412, 416, 425, 431, 460, 469, 494, 505, 526, 547, 549, 559, 560, 576, 599, 601, 606, 608, 636, 639, 641, 649, 650, 666, 672, 683, 684, 685, 695, 709]","RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=None, max_features='auto',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=100,
                       n_jobs=None, oob_score=False, random_state=1, verbose=0,
                       warm_start=False)"
0.7917242818366493,0.014151212998980742,70.78485703468323,"[0, 2, 3, 4, 5, 6, 7, 9, 10, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 61, 88, 116, 118, 119, 121, 126, 131, 132, 134, 135, 140, 152, 196, 200, 201, 203, 213, 216, 218, 219, 226, 229, 239, 251, 258, 268, 292, 296, 302, 311, 315, 327, 330, 340, 351, 426, 428, 437, 439, 471, 501, 506, 507, 525, 541, 547, 559, 579, 584, 593, 604, 611, 627, 630, 670, 681, 694, 695, 704, 711, 712, 713, 725, 736]","XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
              colsample_bynode=1, colsample_bytree=1, gamma=0,
              learning_rate=0.1, max_delta_step=0, max_depth=3,
              min_child_weight=1, missing=None, n_estimators=100, n_jobs=1,
              nthread=None, objective='binary:logistic', random_state=1,
              reg_alpha=0, reg_lambda=1, scale_pos_weight=1, seed=None,
              silent=None, subsample=1, verbosity=1)"
0.7894124321844788,0.012084253093131665,6.044140100479126,"[0, 2, 3, 4, 5, 6, 7, 9, 10, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 61, 88, 116, 118, 119, 121, 126, 131, 132, 134, 135, 140, 152, 196, 200, 201, 203, 213, 216, 218, 219, 226, 229, 239, 251, 258, 268, 292, 296, 302, 311, 315, 327, 330, 340, 351, 426, 428, 437, 439, 471, 501, 506, 507, 525, 541, 547, 559, 579, 584, 593, 604, 611, 627, 630, 670, 681, 694, 695, 704, 711, 712, 713, 725, 736]","LGBMClassifier(boosting_type='gbdt', class_weight=None, colsample_bytree=1.0,
               importance_type='split', learning_rate=0.1, max_depth=-1,
               min_child_samples=20, min_child_weight=0.001, min_split_gain=0.0,
               n_estimators=100, n_jobs=-1, num_leaves=31, objective=None,
               random_state=1, reg_alpha=0.0, reg_lambda=0.0, silent=True,
               subsample=1.0, subsample_for_bin=200000, subsample_freq=0)"
0.790147823177819,0.011464172565994772,23.039921045303345,"[0, 2, 3, 4, 5, 6, 7, 9, 10, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 61, 88, 116, 118, 119, 121, 126, 131, 132, 134, 135, 140, 152, 196, 200, 201, 203, 213, 216, 218, 219, 226, 229, 239, 251, 258, 268, 292, 296, 302, 311, 315, 327, 330, 340, 351, 426, 428, 437, 439, 471, 501, 506, 507, 525, 541, 547, 559, 579, 584, 593, 604, 611, 627, 630, 670, 681, 694, 695, 704, 711, 712, 713, 725, 736]","RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=None, max_features='auto',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=100,
                       n_jobs=None, oob_score=False, random_state=1, verbose=0,
                       warm_start=False)"
0.7909358110788056,0.013130605907886127,77.9428551197052,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 34, 35, 37, 38, 39, 40, 41, 52, 54, 68, 99, 106, 111, 120, 146, 155, 177, 181, 189, 206, 208, 209, 210, 228, 236, 239, 260, 283, 286, 298, 309, 314, 321, 352, 354, 368, 369, 378, 379, 392, 419, 430, 435, 451, 453, 473, 474, 492, 494, 511, 515, 518, 519, 529, 536, 538, 551, 554, 557, 621, 622, 624, 651, 654, 656, 667, 693, 704, 708, 716, 718, 736]","XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
              colsample_bynode=1, colsample_bytree=1, gamma=0,
              learning_rate=0.1, max_delta_step=0, max_depth=3,
              min_child_weight=1, missing=None, n_estimators=100, n_jobs=1,
              nthread=None, objective='binary:logistic', random_state=1,
              reg_alpha=0, reg_lambda=1, scale_pos_weight=1, seed=None,
              silent=None, subsample=1, verbosity=1)"
0.789595227994661,0.013103258679484262,6.3375890254974365,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 34, 35, 37, 38, 39, 40, 41, 52, 54, 68, 99, 106, 111, 120, 146, 155, 177, 181, 189, 206, 208, 209, 210, 228, 236, 239, 260, 283, 286, 298, 309, 314, 321, 352, 354, 368, 369, 378, 379, 392, 419, 430, 435, 451, 453, 473, 474, 492, 494, 511, 515, 518, 519, 529, 536, 538, 551, 554, 557, 621, 622, 624, 651, 654, 656, 667, 693, 704, 708, 716, 718, 736]","LGBMClassifier(boosting_type='gbdt', class_weight=None, colsample_bytree=1.0,
               importance_type='split', learning_rate=0.1, max_depth=-1,
               min_child_samples=20, min_child_weight=0.001, min_split_gain=0.0,
               n_estimators=100, n_jobs=-1, num_leaves=31, objective=None,
               random_state=1, reg_alpha=0.0, reg_lambda=0.0, silent=True,
               subsample=1.0, subsample_for_bin=200000, subsample_freq=0)"
0.7900151755012226,0.01092633498622731,21.953033924102783,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 34, 35, 37, 38, 39, 40, 41, 52, 54, 68, 99, 106, 111, 120, 146, 155, 177, 181, 189, 206, 208, 209, 210, 228, 236, 239, 260, 283, 286, 298, 309, 314, 321, 352, 354, 368, 369, 378, 379, 392, 419, 430, 435, 451, 453, 473, 474, 492, 494, 511, 515, 518, 519, 529, 536, 538, 551, 554, 557, 621, 622, 624, 651, 654, 656, 667, 693, 704, 708, 716, 718, 736]","RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=None, max_features='auto',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=100,
                       n_jobs=None, oob_score=False, random_state=1, verbose=0,
                       warm_start=False)"
0.793483191407907,0.013547388494824807,64.57669281959534,"[0, 1, 2, 5, 6, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 39, 40, 41, 46, 47, 50, 51, 63, 82, 83, 87, 95, 98, 138, 171, 185, 186, 190, 197, 203, 220, 222, 224, 235, 238, 252, 260, 275, 304, 310, 314, 341, 344, 349, 359, 384, 396, 403, 410, 428, 437, 470, 471, 479, 530, 537, 545, 557, 561, 577, 598, 605, 616, 628, 638, 648, 655, 664, 670, 693, 701, 707, 710, 713, 721, 729, 731, 739]","XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
              colsample_bynode=1, colsample_bytree=1, gamma=0,
              learning_rate=0.1, max_delta_step=0, max_depth=3,
              min_child_weight=1, missing=None, n_estimators=100, n_jobs=1,
              nthread=None, objective='binary:logistic', random_state=1,
              reg_alpha=0, reg_lambda=1, scale_pos_weight=1, seed=None,
              silent=None, subsample=1, verbosity=1)"
0.794220272400247,0.012300664162253611,5.707699775695801,"[0, 1, 2, 5, 6, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 39, 40, 41, 46, 47, 50, 51, 63, 82, 83, 87, 95, 98, 138, 171, 185, 186, 190, 197, 203, 220, 222, 224, 235, 238, 252, 260, 275, 304, 310, 314, 341, 344, 349, 359, 384, 396, 403, 410, 428, 437, 470, 471, 479, 530, 537, 545, 557, 561, 577, 598, 605, 616, 628, 638, 648, 655, 664, 670, 693, 701, 707, 710, 713, 721, 729, 731, 739]","LGBMClassifier(boosting_type='gbdt', class_weight=None, colsample_bytree=1.0,
               importance_type='split', learning_rate=0.1, max_depth=-1,
               min_child_samples=20, min_child_weight=0.001, min_split_gain=0.0,
               n_estimators=100, n_jobs=-1, num_leaves=31, objective=None,
               random_state=1, reg_alpha=0.0, reg_lambda=0.0, silent=True,
               subsample=1.0, subsample_for_bin=200000, subsample_freq=0)"
0.7934840191625193,0.01159484678755774,20.855419874191284,"[0, 1, 2, 5, 6, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 39, 40, 41, 46, 47, 50, 51, 63, 82, 83, 87, 95, 98, 138, 171, 185, 186, 190, 197, 203, 220, 222, 224, 235, 238, 252, 260, 275, 304, 310, 314, 341, 344, 349, 359, 384, 396, 403, 410, 428, 437, 470, 471, 479, 530, 537, 545, 557, 561, 577, 598, 605, 616, 628, 638, 648, 655, 664, 670, 693, 701, 707, 710, 713, 721, 729, 731, 739]","RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=None, max_features='auto',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=100,
                       n_jobs=None, oob_score=False, random_state=1, verbose=0,
                       warm_start=False)"
0.7926430894561307,0.013717071753883297,65.84106087684631,"[0, 1, 2, 3, 4, 5, 8, 9, 10, 11, 13, 14, 15, 16, 18, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 46, 47, 49, 59, 67, 109, 128, 136, 150, 165, 166, 190, 195, 197, 202, 211, 220, 232, 241, 250, 254, 259, 268, 274, 298, 309, 312, 313, 321, 346, 361, 369, 377, 387, 388, 393, 414, 424, 437, 444, 475, 490, 512, 517, 518, 523, 526, 528, 538, 545, 556, 586, 587, 631, 640, 643, 653, 663, 669, 685, 701, 703, 716, 732]","XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
              colsample_bynode=1, colsample_bytree=1, gamma=0,
              learning_rate=0.1, max_delta_step=0, max_depth=3,
              min_child_weight=1, missing=None, n_estimators=100, n_jobs=1,
              nthread=None, objective='binary:logistic', random_state=1,
              reg_alpha=0, reg_lambda=1, scale_pos_weight=1, seed=None,
              silent=None, subsample=1, verbosity=1)"
0.7907252165095656,0.010168300780898164,5.953633069992065,"[0, 1, 2, 3, 4, 5, 8, 9, 10, 11, 13, 14, 15, 16, 18, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 46, 47, 49, 59, 67, 109, 128, 136, 150, 165, 166, 190, 195, 197, 202, 211, 220, 232, 241, 250, 254, 259, 268, 274, 298, 309, 312, 313, 321, 346, 361, 369, 377, 387, 388, 393, 414, 424, 437, 444, 475, 490, 512, 517, 518, 523, 526, 528, 538, 545, 556, 586, 587, 631, 640, 643, 653, 663, 669, 685, 701, 703, 716, 732]","LGBMClassifier(boosting_type='gbdt', class_weight=None, colsample_bytree=1.0,
               importance_type='split', learning_rate=0.1, max_depth=-1,
               min_child_samples=20, min_child_weight=0.001, min_split_gain=0.0,
               n_estimators=100, n_jobs=-1, num_leaves=31, objective=None,
               random_state=1, reg_alpha=0.0, reg_lambda=0.0, silent=True,
               subsample=1.0, subsample_for_bin=200000, subsample_freq=0)"
